[ATTOM ID],TaxAssessedValueTotal,TaxMarketValueTotal,diffCol
299495101,112984,616720,18.0
299495461,32643,179430,18.0
299495616,62083,350149,18.0
299495644,31749,171850,18.0
299495729,52319,277240,19.0
299496369,11983,65720,18.0
299496635,33863,181580,19.0
299496748,11244,62320,18.0
299496762,55479,300690,18.0
299496768,42198,240139,18.0
299496777,40102,211690,19.0
299488124,19353,101860,19.0
299488353,29254,169220,17.0
299488355,8007,53380,15.0
299494185,9901,56460,18.0
299494189,10387,54670,19.0
299494192,12561,66110,19.0
299494194,14003,73700,19.0
299494197,17243,90750,19.0
299494444,29553,155540,19.0
299494445,30786,162030,19.0
299494446,49847,262350,19.0
299494447,40400,212630,19.0
299494449,27839,146520,19.0
299494450,34778,183040,19.0
299494451,37515,197450,19.0
299494454,36117,190090,19.0
299494460,28069,147730,19.0
299493595,27254,143440,19.0
299493596,24349,128150,19.0
299493600,25331,133320,19.0
299493602,33858,178200,19.0
299493605,26083,137280,19.0
299493610,17326,91190,19.0
299493611,16824,88550,19.0
299493613,17995,94710,19.0
299493614,21276,111980,19.0
299493615,18957,99770,19.0
299493622,15696,82610,19.0
299493624,15800,83160,19.0
299493625,13439,70730,19.0
299493626,12686,66770,19.0
299493635,25060,131890,19.0
299493636,31016,163240,19.0
299493637,31601,166320,19.0
299493638,33446,176030,19.0
299493639,41487,218350,19.0
299493640,31371,165110,19.0
299493643,10165,53500,19.0
299493644,11809,62150,19.0
299493646,16469,86680,19.0
299493647,20670,108790,19.0
299493651,17933,94380,19.0
299493652,17410,91630,19.0
299493653,17180,90420,19.0
299493655,17515,92180,19.0
299493656,18539,97570,19.0
299493657,22485,118340,19.0
299493663,13627,71720,19.0
299493664,14965,78760,19.0
299493665,5351,28160,19.0
299493667,11558,60830,19.0
299493668,15069,79310,19.0
299493669,12435,65450,19.0
299493671,8737,45980,19.0
299493672,26857,141350,19.0
299493673,8443,44440,19.0
299493674,669,3520,19.0
299493675,12331,64900,19.0
299493677,17703,93170,19.0
299493687,22635,119130,19.0
299493693,28424,149600,19.0
299493704,3678,19360,19.0
299493710,13815,72710,19.0
299493711,7566,39820,19.0
299493716,24098,126830,19.0
299493719,9656,50820,19.0
299493753,16532,87010,19.0
299493755,21402,112640,19.0
299493757,15341,80740,19.0
299493762,22614,119020,19.0
299493765,15173,79860,19.0
299493766,18078,95150,19.0
299493769,13459,70840,19.0
299495255,68176,370760,18.0
299488063,42234,242020,17.0
299488084,10827,56980,19.0
299488089,14003,73700,19.0
299488091,12896,67870,19.0
299488093,11108,62920,18.0
299488096,4671,25320,18.0
299493371,33228,182250,18.0
299492040,27783,150610,18.0
299492082,24077,126720,19.0
299492084,14797,77880,19.0
299492085,12958,68200,19.0
299492087,8214,43230,19.0
299492088,21423,112750,19.0
299492089,21192,111540,19.0
299492091,17264,90860,19.0
299492093,14755,77660,19.0
299492095,15194,79970,19.0
299492096,16156,85030,19.0
299492097,30014,157970,19.0
299492099,18873,99330,19.0
299492100,9718,51150,19.0
299492108,15111,79530,19.0
299492111,33482,176220,19.0
299492112,11828,68700,17.0
299492115,16009,84260,19.0
299492119,28142,156810,18.0
299492120,28463,153970,18.0
299492122,25686,135190,19.0
299492123,22614,119020,19.0
299492124,26209,137940,19.0
299492125,27295,143660,19.0
299492127,39731,219060,18.0
299492143,5497,28930,19.0
299492159,39351,208770,19.0
299492173,8770,48260,18.0
299492175,11642,61270,19.0
299492188,6061,31900,19.0
299492195,9510,50050,19.0
299492198,10889,57310,19.0
299492202,1338,7040,19.0
299492217,6458,33990,19.0
299492224,3386,17820,19.0
299492226,4807,25300,19.0
299492235,6187,32560,19.0
299492239,22238,117040,19.0
299492245,19127,100670,19.0
299492246,4974,26180,19.0
299492259,3323,17490,19.0
299492269,71872,224600,32.0
299492272,3699,19470,19.0
299492275,3616,19030,19.0
299492276,7754,40810,19.0
299492277,10973,57750,19.0
299492280,4305,22660,19.0
299492283,9551,50270,19.0
299492869,7127,37510,19.0
299492875,5246,27610,19.0
299492876,5371,28270,19.0
299492877,4787,25190,19.0
299492878,12248,64460,19.0
299492882,17002,53130,32.0
299492885,16714,65090,26.0
299492888,7984,24950,32.0
299492896,15933,49790,32.0
299492903,16918,52870,32.0
299492905,17226,53830,32.0
299492916,7609,23780,32.0
299492918,6960,36630,19.0
299492921,17264,90860,19.0
299492922,6166,32450,19.0
299492926,14672,77220,19.0
299492929,9697,51040,19.0
299492930,11077,58300,19.0
299492933,7817,41140,19.0
299492934,21047,110770,19.0
299492937,13063,68750,19.0
299492939,24871,130900,19.0
299492940,26271,138270,19.0
299492941,7545,39710,19.0
299492945,6500,34210,19.0
299492956,12018,63250,19.0
299492957,17305,91080,19.0
299492964,68925,215390,32.0
299492968,22969,120890,19.0
299492970,15361,80850,19.0
299492973,10826,56980,19.0
299492974,20566,108240,19.0
299492975,26083,137280,19.0
299492976,9238,48620,19.0
299493069,16699,87890,19.0
299493056,16825,88550,19.0
299493058,18120,95370,19.0
299493059,18245,96030,19.0
299493060,25393,133650,19.0
299493062,15361,80850,19.0
299493063,21820,114840,19.0
299493064,24850,130790,19.0
299493065,23973,126170,19.0
299493082,34861,183480,19.0
299493084,15926,83820,19.0
299493087,16762,88220,19.0
299493089,18539,97570,19.0
299493090,22718,119570,19.0
299493095,19583,103070,19.0
299493097,15967,84040,19.0
299492647,30514,160600,19.0
299492654,23346,122870,19.0
299492655,39877,209880,19.0
299492656,14985,78870,19.0
299492660,12791,67320,19.0
299492661,26271,138270,19.0
299492662,35802,188430,19.0
299492663,14756,77660,19.0
299492670,31433,165440,19.0
299492676,15758,82940,19.0
299492678,27859,146630,19.0
299492681,24182,127270,19.0
299492682,30180,158840,19.0
299492683,29490,155210,19.0
299492686,27818,146410,19.0
299492687,27985,147290,19.0
299492688,19667,103510,19.0
299492689,23930,125950,19.0
299492691,25916,136400,19.0
299492692,36178,190410,19.0
299492693,25435,133870,19.0
299492694,25707,135300,19.0
299492979,16114,84810,19.0
299492981,29009,152680,19.0
299492982,17138,90200,19.0
299492983,12687,66770,19.0
299492987,11474,60390,19.0
299492989,23408,123200,19.0
299492990,16616,87450,19.0
299492994,29492,92160,32.0
299492997,24453,128700,19.0
299493000,8903,46860,19.0
299493002,11662,61380,19.0
299493007,11934,62810,19.0
299493008,9259,48730,19.0
299493009,10450,55000,19.0
299493011,10199,53680,19.0
299493016,17703,93170,19.0
299493017,10095,53130,19.0
299493020,23345,122870,19.0
299493022,17368,91410,19.0
299493027,14212,74800,19.0
299493028,14400,75790,19.0
299493030,15069,79310,19.0
299493035,13205,69500,19.0
299493037,15863,83490,19.0
299493041,8631,45430,19.0
299493044,16825,88550,19.0
299493046,20356,107140,19.0
299493047,15926,83820,19.0
299493048,21172,111430,19.0
299493049,17515,92180,19.0
299497877,21903,115280,19.0
299495791,18822,99066,19.0
299496032,2868,15092,19.0
299497433,4995,26290,19.0
299491280,11056,58190,19.0
299491281,10994,57860,19.0
299491284,27568,145090,19.0
299491285,20712,109010,19.0
299491286,14484,76230,19.0
299491287,17389,91520,19.0
299491289,16992,89430,19.0
299491291,8152,42900,19.0
299491293,19229,101200,19.0
299491294,5915,31130,19.0
299491300,8172,43010,19.0
299491321,18058,95040,19.0
299491328,15759,82940,19.0
299491332,19040,100210,19.0
299491333,16765,52390,32.0
299491339,11914,62700,19.0
299491344,10785,56760,19.0
299491345,7900,41580,19.0
299491347,9133,48070,19.0
299491351,22976,120923,19.0
299491352,28173,148280,19.0
299491354,19186,100980,19.0
299491357,13378,71700,19.0
299491361,30577,160930,19.0
299491363,36387,191510,19.0
299491364,33586,176770,19.0
299491367,7503,39490,19.0
299491369,6437,33880,19.0
299491370,36157,190300,19.0
299491373,10241,53900,19.0
299491374,13606,71610,19.0
299491375,12874,67760,19.0
299491380,28319,149050,19.0
299491382,23554,123970,19.0
299491386,26418,139040,19.0
299491387,31350,165000,19.0
299491388,24766,130350,19.0
299491398,12937,68090,19.0
299491399,14254,75020,19.0
299491402,7796,41030,19.0
299491403,20921,110110,19.0
299491404,12603,66330,19.0
299491417,7817,41140,19.0
299491429,3971,20900,19.0
299491430,7754,40810,19.0
299491431,9133,48070,19.0
299491433,5308,27940,19.0
299491442,13627,71720,19.0
299491443,1317,6930,19.0
299491444,16595,87340,19.0
299491450,33294,175230,19.0
299491452,13731,72270,19.0
299491455,20168,106150,19.0
299491459,5664,29810,19.0
299491461,13147,69190,19.0
299491464,29678,156200,19.0
322445495,1693,8910,19.0
299492073,132,1100,12.0
299492441,669,3520,19.0
299492513,314,1650,19.0
299492514,314,1650,19.0
299492516,84,440,19.0
299492533,4431,23320,19.0
299492608,1986,10450,19.0
299492609,19771,104060,19.0
299492642,3062,16115,19.0
299492717,1630,8580,19.0
299492758,1902,10010,19.0
299492859,1050,3280,32.0
299492889,22912,71600,32.0
299492891,8880,27750,32.0
299492907,13414,54520,25.0
299492914,9789,30590,32.0
299492920,2090,11000,19.0
299492935,493,2596,19.0
299496652,37941,208570,18.0
299485758,15591,82060,19.0
299485793,14045,73920,19.0
299485984,14588,76780,19.0
299485992,4514,23760,19.0
299486011,8946,47080,19.0
299486017,5372,28270,19.0
299486144,6897,36300,19.0
299486153,2508,13200,19.0
299486205,4848,25520,19.0
299486381,13023,68541,19.0
299486382,17598,92620,19.0
299486391,13774,72490,19.0
299486412,2822,14850,19.0
299486415,7252,38170,19.0
299486428,12456,65560,19.0
299486476,5039,26520,19.0
299486504,12480,39000,32.0
299486507,8172,43010,19.0
299486575,5915,31130,19.0
299486671,4181,22000,19.0
299486686,6876,36190,19.0
299486723,2529,13310,19.0
299486767,2599,8120,32.0
299486853,31456,120930,26.0
299486901,10701,56320,19.0
299486904,13397,70510,19.0
299486913,4368,22990,19.0
299486919,22322,117480,19.0
299486954,1526,8030,19.0
299487299,5204,27390,19.0
299487320,13793,73550,19.0
299487370,24955,131340,19.0
299487374,24933,131230,19.0
299487675,53693,167790,32.0
299487732,60505,318450,19.0
299493743,7417,23180,32.0
299493748,1440,4500,32.0
299493749,11607,36270,32.0
299493780,15257,80300,19.0
299493784,17848,93940,19.0
299493797,2777,8680,32.0
299493809,6772,35640,19.0
299493814,12478,65670,19.0
299493816,21192,111540,19.0
299493821,6228,32780,19.0
299493827,41632,130100,32.0
299493859,46733,146040,32.0
299493884,27024,142230,19.0
299493908,2467,12980,19.0
299493921,36930,194370,19.0
299493938,26021,136950,19.0
299493963,9050,47630,19.0
299493982,9551,50270,19.0
299493986,7838,41250,19.0
299494193,26480,139370,19.0
299494201,264,2200,12.0
299494472,23241,122320,19.0
299494476,28299,148940,19.0
299494546,19604,103180,19.0
299494554,17075,89870,19.0
299494572,15988,84150,19.0
299494578,20252,106590,19.0
299494736,18956,99770,19.0
299494739,19040,100210,19.0
299494749,27995,147340,19.0
299494750,28745,151290,19.0
299494771,17493,92070,19.0
299494785,25321,133265,19.0
299494795,8193,43120,19.0
299488085,5350,28160,19.0
299488128,7378,38830,19.0
299491832,11316,61770,18.0
299492086,3097,16300,19.0
299492103,29456,158460,19.0
299492109,10603,56210,19.0
299492137,119306,372830,32.0
299492138,8966,47190,19.0
299492145,3679,19360,19.0
299492147,17431,91740,19.0
299492164,43429,233250,19.0
299492165,39606,208450,19.0
299492166,25415,133760,19.0
299492193,3449,18150,19.0
299492200,11119,58520,19.0
299492218,9531,50160,19.0
299492243,3428,18040,19.0
299492295,13690,72050,19.0
299492298,7043,37070,19.0
299492309,9467,49830,19.0
299492368,7378,38830,19.0
299486503,5632,17600,32.0
299486851,53677,167740,32.0
299487486,3240,17050,19.0
299487495,1568,8250,19.0
299487788,3344,17600,19.0
299487810,1416,11800,12.0
299487832,40651,213950,19.0
299488667,7512,62600,12.0
299488682,876,7300,12.0
299491118,26857,141350,19.0
299491166,1254,6600,19.0
299491312,224,700,32.0
299491507,2812,14800,19.0
299491548,24015,126390,19.0
299491555,1672,8800,19.0
299492075,132,1100,12.0
299492172,2049,17070,12.0
299492215,857,4510,19.0
299492219,1233,6490,19.0
299492580,3804,20020,19.0
299492713,1630,8580,19.0
299492737,418,2200,19.0
299493077,27881,146740,19.0
299493081,2801,14740,19.0
299493108,5768,30360,19.0
299495659,815,4290,19.0
299495661,397,2090,19.0
299495663,397,2090,19.0
299495773,1346,7084,19.0
299495810,3260,17160,19.0
299495878,388,2040,19.0
299495924,523,2750,19.0
299495925,564,2970,19.0
299495948,1233,6490,19.0
299495971,523,2750,19.0
299495972,523,2750,19.0
299496512,21109,111100,19.0
299497104,646,3400,19.0
299497415,543,2860,19.0
299497819,627,3300,19.0
299497844,732,3850,19.0
299497953,543,2860,19.0
299498553,204,1700,12.0
325810199,64263,200820,32.0
325810230,2759,14520,19.0
327440041,1210,6369,19.0
327440049,1795,9449,19.0
299488090,1056,8800,12.0
299485792,1672,8800,19.0
299485954,4682,24640,19.0
299486170,1672,8800,19.0
299486481,1630,8580,19.0
299486607,35055,125750,28.0
299486651,33336,175450,19.0
299486727,9865,51920,19.0
299486823,6490,20280,32.0
299486830,31860,133430,24.0
299488123,14317,75350,19.0
299490982,14776,77770,19.0
299491020,15341,80740,19.0
299491549,17995,94710,19.0
299491557,16448,86570,19.0
299491593,3282,17270,19.0
299491595,5017,15680,32.0
299491597,8925,46970,19.0
299491697,22196,116820,19.0
299491698,28654,150810,19.0
299487372,30494,160490,19.0
299491141,39076,122110,32.0
299491324,6858,21430,32.0
299491392,6019,18810,32.0
299493262,25749,135520,19.0
299494859,91280,285250,32.0
299488728,45026,251570,18.0
299492247,5372,28270,19.0
299492263,14826,46330,32.0
299493540,21297,112090,19.0
299493650,25666,135080,19.0
299493702,32945,121490,27.0
299493726,25866,80830,32.0
299493744,18348,57340,32.0
299493745,8806,27520,32.0
299493746,12100,37810,32.0
299493747,10551,32970,32.0
299486123,25026,141110,18.0
299492651,4076,21450,19.0
299486758,28377,88680,32.0
299486497,58185,181830,32.0
299486824,4152,21850,19.0
299489371,1782,14850,12.0
299492149,16919,52870,32.0
299493291,28905,152130,19.0
299487738,37411,196900,19.0
299493225,37928,199620,19.0
299491695,8506,44770,19.0
299485899,28069,147730,19.0
299493832,13919,73260,19.0
299494140,36201,193810,19.0
299494141,15080,79365,19.0
299494155,15404,91280,17.0
299494186,15270,81180,19.0
299494196,21742,139670,16.0
299494751,28690,151000,19.0
325810218,3168,26400,12.0
299489397,8256,25800,32.0
299490283,8529,63570,13.0
299495672,2236,11770,19.0
299495681,7901,41580,19.0
299495695,4326,22770,19.0
299495375,1872,15600,12.0
299495395,2532,21100,12.0
299495396,29006,171710,17.0
299495401,31983,184710,17.0
299495422,708,5900,12.0
299495437,4158,34650,12.0
299495516,852,7100,12.0
299495603,31242,173790,18.0
299495604,5036,29710,17.0
299496961,56980,304020,19.0
299496969,11530,71960,16.0
299496974,13189,71920,18.0
327440038,3186,26550,12.0
299488071,2004,16700,12.0
299488170,48630,326130,15.0
299488172,22266,141210,16.0
299488183,1800,15000,12.0
299488252,12218,76060,16.0
299488868,27674,166580,17.0
299489054,10176,84800,12.0
299489079,5904,49200,12.0
299489182,6600,55000,12.0
299489247,15956,86190,19.0
299489257,4765,25080,19.0
299489263,314,1650,19.0
299489268,2220,18500,12.0
299489271,396,3300,12.0
299489279,2232,18600,12.0
299489292,2160,18000,12.0
299489306,25479,139370,18.0
299489307,21339,112760,19.0
299489513,20308,112190,18.0
299489541,132,1100,12.0
299489546,240,2000,12.0
299490598,11921,67640,18.0
299490645,5808,48400,12.0
299490652,17204,102040,17.0
299490655,456,3800,12.0
299490679,17684,119190,15.0
299490694,1224,10200,12.0
299490701,120,1000,12.0
299490715,660,5500,12.0
299490744,4164,34700,12.0
299490796,6475,37911,17.0
299490950,18468,105970,17.0
299490953,4076,21450,19.0
299490954,36373,197570,18.0
299491854,45095,202740,22.0
299491861,5378,30960,17.0
299491880,1620,13500,12.0
299491882,4248,35400,12.0
299492058,52069,282150,18.0
299492069,8425,51340,16.0
299492079,15425,94850,16.0
299489098,12876,107300,12.0
299489100,2916,24300,12.0
299491886,8484,70700,12.0
299491923,2856,23800,12.0
299491992,8232,68600,12.0
299491997,6864,57200,12.0
299492000,2820,23500,12.0
299493427,2472,20600,12.0
299493430,35807,203304,18.0
299495001,4056,33800,12.0
299495037,9240,77000,12.0
299495039,5424,45200,12.0
299495047,1572,13100,12.0
299495087,204,1700,12.0
299495119,2676,22300,12.0
299495150,25993,144100,18.0
299495165,192,1600,12.0
299495283,3360,28000,12.0
325810243,900,7500,12.0
327440026,940,7830,12.0
330075560,63650,346970,18.0
299495280,16644,90770,18.0
299495288,2280,19000,12.0
322445496,22673,124900,18.0
325810240,3876,32300,12.0
325810242,25061,151230,17.0
325810246,108111,571880,19.0
330075555,41004,215810,19.0
330075556,42571,224060,19.0
299489773,42006,222740,19.0
299489776,10841,66600,16.0
299489785,40162,225860,18.0
299489870,27543,166000,17.0
299489872,25203,148490,17.0
299489874,58923,323290,18.0
299489907,16698,94550,18.0
299489925,16012,89800,18.0
299489946,38848,231040,17.0
299489978,15733,83430,19.0
299489982,41404,235820,18.0
299489995,29117,163010,18.0
299490013,1168,9730,12.0
299490050,31606,206470,15.0
299490089,20364,101190,20.0
299490116,13379,98780,14.0
299490170,96,800,12.0
299490181,37028,206160,18.0
299490187,22799,131220,17.0
299490241,64746,349170,19.0
299490374,24842,154400,16.0
299490385,21766,122220,18.0
299490392,23658,129710,18.0
299490470,69493,375130,19.0
299490491,20340,69500,29.0
299490501,8490,26530,32.0
299490504,7824,65200,12.0
299488061,4680,39000,12.0
299488069,2820,23500,12.0
299488108,21476,147330,15.0
299488162,18948,157900,12.0
299488167,4548,37900,12.0
299488213,2496,20800,12.0
299488255,5064,42200,12.0
299488329,6756,56300,12.0
299488335,3612,30100,12.0
299488343,576,4800,12.0
299488356,2904,24200,12.0
299488363,2256,18800,12.0
299488372,1836,15300,12.0
299488479,3288,27400,12.0
299488514,3612,30100,12.0
299488521,16980,106980,16.0
299488526,502,2640,19.0
299488850,2880,24000,12.0
299488853,1404,11700,12.0
299488888,2808,23400,12.0
299488895,2436,20300,12.0
299488900,5052,42100,12.0
299488910,5328,44400,12.0
299488933,2064,17200,12.0
299489016,7272,60600,12.0
299489208,1548,12900,12.0
299489216,6876,57300,12.0
299494014,43986,248930,18.0
299494022,20975,124100,17.0
299488156,29139,169610,17.0
299488330,11880,99000,12.0
299488366,2256,18800,12.0
299488412,49332,272950,18.0
299488229,17766,94280,19.0
299488349,16348,90870,18.0
299488360,63517,341040,19.0
299488580,20849,120930,17.0
299488917,11003,71540,15.0
299488924,24668,137680,18.0
299489212,46996,274980,17.0
299489215,135747,614190,22.0
299488320,5631,37300,15.0
299488375,1344,11200,12.0
331677439,16364,136370,12.0
299488168,36661,201318,18.0
325810220,32039,169451,19.0
299496638,18831,99110,19.0
299494267,4153,23700,18.0
299492042,4649,38740,12.0
299496904,57772,307160,19.0
299495005,1836,15300,12.0
299489631,360,3000,12.0
299490691,264,2200,12.0
299490714,420,3500,12.0
299490749,216,1800,12.0
299491912,5088,42400,12.0
299492056,912,7600,12.0
299493361,6751,35530,19.0
299494989,5688,47400,12.0
299494994,5396,44970,12.0
299495173,1248,10400,12.0
299495183,6468,53900,12.0
299495503,972,8100,12.0
299495511,1025,8540,12.0
299495526,4080,34000,12.0
299489040,1140,9500,12.0
299489047,1128,9400,12.0
299489111,7668,63900,12.0
299491995,108,900,12.0
299492002,648,5400,12.0
299493434,1020,8500,12.0
299494987,504,4200,12.0
299495081,3024,25200,12.0
325810197,83,690,12.0
327440037,949,7910,12.0
299488051,5640,47000,12.0
299489613,2610,21750,12.0
299489629,2292,19100,12.0
299489635,11165,93040,12.0
299489650,492,4100,12.0
299489671,5580,46500,12.0
299489716,636,5300,12.0
299489721,492,4100,12.0
299489814,1164,9700,12.0
299489816,1788,14900,12.0
299489826,1356,11300,12.0
299489868,3168,26400,12.0
299489956,125,660,19.0
299489957,1224,10200,12.0
299496364,4248,35400,12.0
299496409,2088,17400,12.0
299496440,756,6300,12.0
299496481,6300,52500,12.0
299496580,1944,16200,12.0
299496620,773,4070,19.0
299497005,1824,15200,12.0
299498166,300,2500,12.0
299498203,792,6600,12.0
299498212,1980,16500,12.0
299498215,767,6390,12.0
299498261,1404,11700,12.0
299498263,3672,30600,12.0
299498389,3972,33100,12.0
299498395,1020,8500,12.0
299498499,924,7700,12.0
299498500,408,3400,12.0
299498505,348,2900,12.0
299498514,1248,10400,12.0
325810253,1344,11200,12.0
325810254,408,3400,12.0
299489493,312,2600,12.0
299492211,5810,30580,19.0
299492271,1064,5599,19.0
299492279,3929,20680,19.0
299493522,19793,104170,19.0
299493530,18413,96910,19.0
299493621,17514,92180,19.0
299493660,15759,82940,19.0
299493661,11704,61600,19.0
299493688,12979,68310,19.0
299493692,34778,183040,19.0
299493705,11140,58630,19.0
299493732,10680,56210,19.0
299493761,16867,88770,19.0
299493964,8883,46750,19.0
299492009,35293,110290,32.0
299492176,14525,76450,19.0
299492273,2780,14630,19.0
299492305,4117,21670,19.0
299491724,5350,28160,19.0
299493775,19353,101860,19.0
299493790,33939,106060,32.0
299493791,20086,62770,32.0
299493937,29908,157410,19.0
299493942,28487,149930,19.0
299493965,10994,57860,19.0
299493973,9853,31300,31.0
299493990,10032,52800,19.0
299486095,52668,277200,19.0
299490850,44623,223431,20.0
299491120,25059,131890,19.0
299492102,26903,149040,18.0
299492139,26079,138400,19.0
299492141,13250,69740,19.0
299492142,3741,19690,19.0
299492144,9349,49350,19.0
299492830,9029,47520,19.0
299493192,38373,201960,19.0
299493193,26752,140800,19.0
299493806,13523,71170,19.0
299488732,24047,126561,19.0
299491435,31099,163680,19.0
299491541,20649,108680,19.0
299491798,18871,99319,19.0
299492770,14275,75130,19.0
299492915,26447,102310,26.0
299493787,25080,132000,19.0
299493862,9635,50710,19.0
299487136,8465,44550,19.0
299493036,11432,60170,19.0
299493091,26982,142010,19.0
299493114,12582,66220,19.0
299488117,13775,75520,18.0
299488118,10053,52910,19.0
299489211,58351,310060,19.0
299489214,25871,160920,16.0
299489217,37421,197690,19.0
325810150,3288,27400,12.0
327440004,4360,36330,12.0
299495587,4208,35070,12.0
299485910,3360,28000,12.0
299485921,1379,7260,19.0
299486101,14315,78030,18.0
299486125,4716,39300,12.0
299486131,920,4840,19.0
299487582,73610,387420,19.0
299487599,47693,256210,19.0
299487620,26877,141460,19.0
299487621,69430,365420,19.0
299487849,29758,173420,17.0
299487855,30953,162910,19.0
299487859,32564,176400,18.0
299487867,48962,268970,18.0
299487880,16281,89670,18.0
299487899,13702,76130,18.0
299487917,69530,367930,19.0
299487925,372,3100,12.0
299488026,14569,81690,18.0
299488102,104296,595170,18.0
299489578,12635,73980,17.0
299493481,35520,191700,19.0
299494118,21788,115670,19.0
299494176,50566,231810,22.0
299498468,876,7300,12.0
299495135,103195,610480,17.0
299495233,22228,137620,16.0
299495633,3804,31700,12.0
299496666,1944,16200,12.0
299496684,5399,44990,12.0
299496688,11232,93600,12.0
299496697,2772,23100,12.0
299496728,38419,204600,19.0
299496760,21367,129938,16.0
299496782,240,2000,12.0
299496784,240,2000,12.0
299496787,240,2000,12.0
299496788,240,2000,12.0
299496789,240,2000,12.0
327440045,52018,275150,19.0
299489355,3156,26300,12.0
299489471,365,3040,12.0
299489491,2940,24500,12.0
299489517,984,8200,12.0
299489521,3420,28500,12.0
299490620,252,2100,12.0
299490789,1968,16400,12.0
299491815,5496,45800,12.0
299491847,3912,32600,12.0
299491857,9456,78800,12.0
299495373,19932,119900,17.0
299494262,34133,193390,18.0
299494271,19270,110850,17.0
299494272,24738,136720,18.0
299494291,46664,247700,19.0
299494294,2416,20130,12.0
299494295,8892,47020,19.0
299494344,32646,171820,19.0
299494346,2328,19400,12.0
299494355,44677,241920,18.0
299494362,48423,255560,19.0
299494368,59314,313860,19.0
299494373,3466,19260,18.0
299494394,346,2880,12.0
299494402,28424,149600,19.0
299494435,10596,88300,12.0
299494437,9546,56320,17.0
299494438,1272,10600,12.0
299494608,1392,11600,12.0
299494623,34445,195730,18.0
299494625,37817,218380,17.0
299494627,33731,180480,19.0
299494631,24307,127930,19.0
299494632,37728,299400,13.0
299494635,2904,24200,12.0
299494730,25410,138860,18.0
299494850,1368,11400,12.0
299494851,1488,12400,12.0
299494864,24570,98470,25.0
299494879,16741,88110,19.0
299494881,12833,67540,19.0
299494882,21256,111870,19.0
299494883,26230,138050,19.0
299494885,51698,277840,19.0
299494886,27369,153260,18.0
299494889,44400,243080,18.0
299494915,28527,150139,19.0
299494916,25932,136488,19.0
299494917,24547,129195,19.0
299494918,27017,142197,19.0
299494919,23888,125730,19.0
299494921,33425,175923,19.0
299494923,2623,21860,12.0
299494924,22453,118320,19.0
299494935,53704,300080,18.0
299494936,28869,157540,18.0
299494939,46301,248884,19.0
299495060,47195,257640,18.0
299495061,14981,83970,18.0
299495065,26817,152120,18.0
299495066,26418,146740,18.0
299495068,47933,267640,18.0
299495095,15241,85040,18.0
299495113,35631,194640,18.0
299495138,39074,205656,19.0
299489026,6864,57200,12.0
299489089,540,4500,12.0
299488136,10873,90610,12.0
299489155,5280,44000,12.0
299489598,1848,15400,12.0
299489617,5760,48000,12.0
299489619,2880,24000,12.0
299489638,4236,35300,12.0
299489641,804,6700,12.0
299489659,8004,66700,12.0
299489680,3135,16500,19.0
299489697,1536,12800,12.0
299489701,8172,68100,12.0
299489715,1332,11100,12.0
299489718,5688,47400,12.0
299489818,1604,13370,12.0
299489840,72,600,12.0
299489904,4416,36800,12.0
299489938,480,4000,12.0
299489953,1020,8500,12.0
299489967,204,1700,12.0
299489981,1320,11000,12.0
299490006,3744,31200,12.0
299495145,6965,58040,12.0
299495746,4356,36300,12.0
299496281,1788,14900,12.0
299496360,1308,10900,12.0
299496365,4644,38700,12.0
299496366,4536,37800,12.0
299496513,17055,89760,19.0
299496582,3120,26000,12.0
299496871,820,6830,12.0
299496872,516,4300,12.0
299497004,3684,30700,12.0
299498107,1596,13300,12.0
299498110,780,6500,12.0
299498167,1836,15300,12.0
299498168,1332,11100,12.0
299498253,7680,64000,12.0
299498277,3420,28500,12.0
299498280,4431,23320,19.0
299498306,816,6800,12.0
299498371,288,2400,12.0
299498411,4620,38500,12.0
299498447,3864,32200,12.0
299498464,1944,16200,12.0
299498495,528,4400,12.0
299498498,780,6500,12.0
299498506,444,3700,12.0
299498507,408,3400,12.0
299498508,204,1700,12.0
299498543,204,1700,12.0
299498603,5484,64520,8.0
299498622,800,2500,32.0
299498627,528,4400,12.0
322445638,1212,10100,12.0
325810267,780,6500,12.0
299489492,2640,22000,12.0
299489733,1092,9100,12.0
299489735,3336,27800,12.0
299496992,16800,52500,32.0
299490459,3444,28700,12.0
299489082,8664,72200,12.0
299489322,13548,112900,12.0
299490572,6888,57400,12.0
299486066,6763,29640,23.0
299488675,804,6700,12.0
299489094,1728,14400,12.0
299494942,7776,64800,12.0
299495256,4251,35420,12.0
299495576,5472,45600,12.0
299495635,3804,31700,12.0
299496665,558,4650,12.0
299496668,816,6800,12.0
299496701,1536,12800,12.0
299489494,120,1000,12.0
299490570,1632,13600,12.0
299490581,1224,10200,12.0
299490637,1236,10300,12.0
299490723,9216,76800,12.0
299491852,11842,98680,12.0
299495435,1368,11400,12.0
299495448,3216,26800,12.0
299495506,1824,15200,12.0
325810176,2232,18600,12.0
299488602,1332,11100,12.0
299488645,1824,15200,12.0
299488649,1548,12900,12.0
299488980,396,3300,12.0
299488981,4164,34700,12.0
299489006,2256,18800,12.0
299489127,816,6800,12.0
299489131,3144,26200,12.0
299489142,6756,56300,12.0
299489144,2784,23200,12.0
299493441,1392,11600,12.0
299493500,1762,14680,12.0
299493502,721,6010,12.0
299493514,33161,175340,19.0
299493868,690,3630,19.0
