occupation_management_soc_pct,Occupation Management SOC Pct,,,
occupation_business_financial_operations_soc_pct,Occupation Business Financial Operations SOC Pct,,,
occupation_computer_math_science_soc_pct,Occupation Computer Math Science SOC Pct,,,
occupation_architecture_engineering_soc_pct,Occupation Architecture Engineering SOC Pct,,,
occupation_life_physical_social_sciences_soc_pct,Occupation Life Physical SOCial Sciences SOC Pct,,,
occupation_community_social_svcs_soc_pct,Occupation Community SOCial Svcs SOC Pct,,,
occupation_legal_soc_pct,Occupation Legal SOC Pct,,,
occupation_education_training_library_soc_pct,Occupation Education Training Library SOC Pct,,,
occupation_art_design_entertainment_sports_media_soc_pct,Occupation Art Design Entertainment Sports Media SOC Pct,,,
occupation_healthcare_practitioners_tech_ops_soc_pct,Occupation Healthcare Practitioners Tech Ops SOC Pct,,,
occupation_healthcare_support_soc_pct,Occupation Healthcare Support SOC Pct,,,
occupation_protective_service_soc_pct,Occupation Protective Service SOC Pct,,,
occupation_food_preparation_serving_related_soc_pct,Occupation Food Preparation Serving Related SOC Pct,,,
occupation_building_grounds_cleaning_maintenance_soc_pct,Occupation Building Grounds Cleaning Maintenance SOC Pct,,,
occupation_personal_care_service_soc_pct,Occupation Personal Care Service SOC Pct,,,
occupation_sales_soc_pct,Occupation Sales SOC Pct,,,
occupation_administrative_support_soc_pct,Occupation Administrative Support SOC Pct,,,
occupation_farming_fishing_forestry_soc_pct,Occupation Farming Fishing Forestry SOC Pct,,,
occupation_construction_extraction_soc_pct,Occupation Construction Extraction SOC Pct,,,
occupation_installation_maintenance_repair_soc_pct,Occupation Installation Maintenance Repair SOC Pct,,,
occupation_production_operations_soc_pct,Occupation Production Operations SOC Pct,,,
occupation_transportation_material_moving_soc_pct,Occupation Transportation Material Moving SOC Pct,,,
households_heating_fuel_utility_gas_pct,Households Heating Fuel Utility Gas Pct,,,
households_heating_fuel_bottled_tank_or_lp_gas_pct,Households Heating Fuel Bottled Tank Or Lp Gas Pct,,,
households_heating_fuel_electricity_pct,Households Heating Fuel Electricity Pct,,,
households_heating_fuel_fuel_oil_kerosene_pct,Households Heating Fuel Fuel Oil Kerosene Pct,,,
households_heating_fuel_coal_coke_pct,Households Heating Fuel Coal Coke Pct,,,
households_heating_fuel_wood_pct,Households Heating Fuel Wood Pct,,,
households_heating_fuel_solar_energy_pct,Households Heating Fuel Solar Energy Pct,,,
households_heating_fuel_other_fuel_pct,Households Heating Fuel Other Fuel Pct,,,
households_heating_fuel_none_pct,Households Heating Fuel None Pct,,,
retail_sales_amt,Retail Sales Amt,,,
furniture_and_home_furnishing_sales_amt,Furniture And Home Furnishing Sales Amt,,,
electrical_and_appliance_store_sales_amt,Electrical And Appliance Store Sales Amt,,,
building_materials_and_garden_store_sales_amt,Building Materials And Garden Store Sales Amt,,,
food_and_beverage_store_sales_amt,Food And Beverage Store Sales Amt,,,
health_and_personal_care_store_sales_amt,Health And Personal Care Store Sales Amt,,,
gas_station_store_sales_amt,Gas Station Store Sales Amt,,,
clothing_and_accessories_store_sales_amt,Clothing And Accessories Store Sales Amt,,,
sporting_goods_store_sales_amt,Sporting Goods Store Sales Amt,,,
general_merchandise_store_sales_amt,General Merchandise Store Sales Amt,,,
miscellaneous_store_sales_amt,Miscellaneous Store Sales Amt,,,
non_store_purchase_sales_amt,Non Store Purchase Sales Amt,,,
food_services_sales_amt,Food Services Sales Amt,,,
cpi,Consumer Price Index,,,
cpi_apparel,Consumer Price Index -  Apparel,,,
cpi_education_and_communications,Consumer Price Index -  Education And Communications,,,
cpi_food_and_beverages,Consumer Price Index -  Food And Beverages,,,
cpi_other_goods_and_services,Consumer Price Index -  Other Goods And Services,,,
cpi_housing,Consumer Price Index -  Housing,,,
cpi_medical_care,Consumer Price Index -  Medical Care,,,
cpi_recreation,Consumer Price Index -  Recreation,,,
cpi_transportation,Consumer Price Index -  Transportation,,,
annual_expenditures,Cost Index - Annual Expenditures,,,
food,Cost Index - Food,,,
food_at_home,Cost Index - Food At Home,,,
cereals_and_bakery_products,Cost Index - Cereals And Bakery Products,,,
dairy,Cost Index - Dairy,,,
fruits_and_vegetables,Cost Index - Fruits And Vegetables,,,
non_alcoholic_beverages,Cost Index - Non Alcoholic Beverages,,,
food_prepared_by_consumer_unit_on_trips,Cost Index - Food Prepared By Consumer Unit On Trips,,,
local_restaurants,Cost Index - Local Restaurants,,,
restaurants_on_trips,Cost Index - Restaurants On Trips,,,
alcoholic_beverages,Cost Index - Alcoholic Beverages,,,
housing,Cost Index - Housing,,,
household_operations,Cost Index - Household Operations,,,
housekeeping_services,Cost Index - Housekeeping Services,,,
household_furnishings_and_equipment,Cost Index - Household Furnishings And Equipment,,,
household_textiles,Cost Index - Household Textiles,,,
furniture,Cost Index - Furniture,,,
floor_coverings,Cost Index - Floor Coverings,,,
major_appliances,Cost Index - Major Appliances,,,
small_appliances,Cost Index - Small Appliances,,,
miscellaneous_household_equipment,Cost Index - Miscellaneous Household Equipment,,,
apparel_and_services,Cost Index - Apparel And Services,,,
men_and_boys,Cost Index - Apparel - Men And Boys,,,
men_16_and_over,Cost Index - Apparel Men 16 And Over,,,
boys,Cost Index - Apparel Boys,,,
women_and_girls,Cost Index - Apparel Women And Girls,,,
women_16_and_over,Cost Index - Apparel Women 16 And Over,,,
girls,Cost Index - Apparel Girls,,,
children,Cost Index - Apparel Children,,,
footwear,Cost Index - Footwear,,,
other_apparel_products_and_services,Cost Index - Other Apparel Products And Services,,,
transportation,Cost Index - Transportation,,,
vehicle_purchase_net_outlay,Cost Index - Vehicle Purchase Net Outlay,,,
gasoline_and_motor_oil,Cost Index - Gasoline And Motor Oil,,,
other_vehicle_expenses,Cost Index - Other Vehicle Expenses,,,
public_transportation,Cost Index - Public Transportation,,,
healthcare,Cost Index - Healthcare,,,
health_insurance,Cost Index - Health Insurance,,,
medical_services,Cost Index - Medical Services,,,
drugs,Cost Index - Drugs,,,
medical_supplies,Cost Index - Medical Supplies,,,
entertainment,Cost Index - Entertainment,,,
feeds_and_admissions,Cost Index - Feeds And Admissions,,,
audio_and_visual_equipment_and_services,Cost Index - Audio And Visual Equipment And Services,,,
pets_toys_hobbies_and_playground_equipment,Cost Index - Pets Toys Hobbies And Playground Equipment,,,
other_entertainment_supplies_equipment_and_services,Cost Index - Other Entertainment Supplies Equipment And Services,,,
personal_care_products_and_services,Cost Index - Personal Care Products And Services,,,
reading,Cost Index - Reading,,,
education,Cost Index - Education,,,
tobacco,Cost Index - Tobacco,,,
cash_contributions,Cost Index - Cash Contributions,,,
personal_insurance_and_pensions,Cost Index - Personal Insurance And Pensions,,,
mortality_index,Mortality Index,,,
murder_index,Murder Index,,,
forcible_rape_index,Forcible Rape Index,,,
forcible_robbery_index,Forcible Robbery Index,,,
aggravated_assault_index,Aggravated Assault Index,,,
burglary_index,Burglary Index,,,
larceny_index,Larceny Index,,,
motor_vehicle_theft_index,Motor Vehicle Theft Index,,,
crime_index,Crime Index,,,
ozone_index,Ozone Index,,,
lead_index,Lead Index,,,
carbon_monoxide_index,Carbon Monoxide Index,,,
nitrogen_dioxide_index,Nitrogen Dioxide Index,,,
particulate_matter_index,Particulate Matter Index,,,
air_pollution_index,Air Pollution Index,,,
weather_index,Weather Index,,,
earthquake_index,Earthquake Index,,,
hail_index,Hail Index,,,
hurricane_index,Hurricane Index,,,
tornado_index,Tornado Index,,,
wind_index,Wind Index,,,
annual_avg_temp_min,Annual Avg Temp Min,,,
annual_avg_temp_max,Annual Avg Temp Max,,,
annual_avg_temp,Annual Avg Temp,,,
possible_sunshine_pct,Possible Sunshine Pct,,,
sky_cover_mean,Sky Cover Mean,,,
clear_day_mean,Clear Day Mean,,,
rainy_day_mean,Rainy Day Mean,,,
snow_day_mean,Snow Day Mean,,,
annual_precip_in,Annual Precip In,,,
annual_snowfall_in,Annual Snowfall In,,,
avg_jan_low_temp,Avg Jan Low Temp,,,
avg_feb_low_temp,Avg Feb Low Temp,,,
avg_mar_low_temp,Avg Mar Low Temp,,,
avg_apr_low_temp,Avg Apr Low Temp,,,
avg_may_low_temp,Avg May Low Temp,,,
avg_jun_low_temp,Avg Jun Low Temp,,,
avg_jul_low_temp,Avg Jul Low Temp,,,
avg_aug_low_temp,Avg Aug Low Temp,,,
avg_sep_low_temp,Avg Sep Low Temp,,,
avg_oct_low_temp,Avg Oct Low Temp,,,
avg_nov_low_temp,Avg Nov Low Temp,,,
avg_dec_low_temp,Avg Dec Low Temp,,,
avg_jan_high_temp,Avg Jan High Temp,,,
avg_feb_high_temp,Avg Feb High Temp,,,
avg_mar_high_temp,Avg Mar High Temp,,,
avg_apr_high_temp,Avg Apr High Temp,,,
avg_may_high_temp,Avg May High Temp,,,
avg_jun_high_temp,Avg Jun High Temp,,,
avg_jul_high_temp,Avg Jul High Temp,,,
avg_aug_high_temp,Avg Aug High Temp,,,
avg_sep_high_temp,Avg Sep High Temp,,,
avg_oct_high_temp,Avg Oct High Temp,,,
avg_nov_high_temp,Avg Nov High Temp,,,
avg_dec_high_temp,Avg Dec High Temp,,,
avg_jan_precip_in,Avg Jan Precip In,,,
avg_feb_precip_in,Avg Feb Precip In,,,
avg_mar_precip_in,Avg Mar Precip In,,,
avg_apr_precip_in,Avg Apr Precip In,,,
avg_may_precip_in,Avg May Precip In,,,
avg_jun_precip_in,Avg Jun Precip In,,,
avg_jul_precip_in,Avg Jul Precip In,,,
avg_aug_precip_in,Avg Aug Precip In,,,
avg_sep_precip_in,Avg Sep Precip In,,,
avg_oct_precip_in,Avg Oct Precip In,,,
avg_nov_precip_in,Avg Nov Precip In,,,
avg_dec_precip_in,Avg Dec Precip In,,,
