"[ATTOM ID]",EstimatedValue,EstimatedMinValue,EstimatedMaxValue,CreateDate,ValuationDate,ConfidenceScore,FSD,LastUpdateDate,PublicationDate
299486067,125580,119301,131859,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486045,303173,291046,315299,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486086,285639,279926,291351,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299486085,268273,262907,273638,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299485572,118262,113531,122992,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485591,211534,205187,217880,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485585,196500,186675,206325,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485583,133600,126920,140280,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485626,172151,163543,180758,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485620,180778,173546,188009,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485618,182292,175000,189583,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485617,169250,160787,177712,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485615,150000,142500,157500,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485612,152865,145221,160508,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485608,175000,173250,176750,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299485601,133800,127110,140490,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485594,180905,179095,182714,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299485664,242153,234888,249417,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485657,107527,102150,112903,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485651,206818,200613,213022,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485646,259500,256905,262095,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299485644,243829,236514,251143,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485631,165600,157320,173880,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485627,171538,162961,180114,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485687,150000,142500,157500,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485680,154200,146490,161910,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485671,255302,245089,265514,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485670,234322,227292,241351,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485669,262662,254782,270541,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485665,255269,245058,265479,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485718,80000,76000,84000,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485710,259930,249532,270327,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485705,258698,248350,269045,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485779,120250,114237,126262,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485770,187007,179526,194487,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299485750,141112,134056,148167,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485745,109590,104110,115069,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485815,55575,52796,58353,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485804,108400,102980,113820,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485795,92400,87780,97020,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485793,162250,154137,170362,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485791,191990,182390,201589,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485789,111395,105825,116964,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485850,111137,105580,116693,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485844,51480,48906,54054,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485837,139190,132230,146149,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485836,230307,223397,237216,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299485835,118000,112100,123900,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299485820,79170,75211,83128,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299489277,95046,90293,99798,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299489276,115878,110084,121671,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299489266,81158,77100,85215,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299489374,96250,92400,100100,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487489,276418,262597,290238,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487498,221778,212906,230649,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487569,227992,218872,237111,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487567,226046,217004,235087,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487607,366063,358741,373384,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299487605,459615,436634,482595,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487575,245827,235993,255660,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487574,217179,208491,225866,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487646,228974,219815,238132,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487627,305760,290472,321048,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487623,251940,239343,264537,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487610,307105,304033,310176,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487670,287211,281466,292955,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299487659,277176,266088,288263,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487656,168954,160506,177401,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487653,254537,241810,267263,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487649,182104,174819,189388,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487709,231284,224345,238222,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299487704,216316,214152,218479,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487698,213447,211312,215581,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487697,300588,297582,303593,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487695,266791,256119,277462,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487691,273262,267796,278727,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299487688,293972,279273,308670,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487687,274949,261201,288696,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487755,317279,314106,320451,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487737,468390,444970,491809,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487735,349900,346401,353399,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487731,500175,475166,525183,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487729,272457,267007,277906,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299487727,305516,302460,308571,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487726,276466,273701,279230,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487798,250941,238393,263488,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487789,264243,258958,269527,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299487787,232030,225069,238990,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299487785,220524,218318,222729,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487783,246003,236162,255843,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487779,250480,242965,257994,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299487771,308218,305135,311300,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487823,322047,318826,325267,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299487814,276734,265664,287803,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487809,541125,514068,568181,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487807,227992,218872,237111,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299487853,266955,253607,280302,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299487903,242970,230821,255118,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486146,128750,122312,135187,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486198,183494,176154,190833,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486197,154369,146650,162087,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486184,206768,198497,215038,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486183,188119,178713,197524,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486181,123250,117087,129412,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486166,112426,106804,118047,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486164,113490,107815,119164,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486162,105000,99750,110250,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486232,181855,176399,187310,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486225,172342,165448,179235,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486219,141469,135810,147127,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486216,80145,76137,84152,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486199,149920,142424,157416,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486251,152380,144761,159999,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486241,182802,177317,188286,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486238,194900,192951,196849,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486313,311397,308283,314510,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486302,223061,220830,225291,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486298,186458,177135,195780,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486289,224358,217627,231088,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486284,109200,103740,114660,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486283,173632,171895,175368,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486282,173632,171895,175368,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486279,171325,169611,173038,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486275,112500,106875,118125,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299488124,200942,190894,210989,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486338,252907,242790,263023,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486336,251151,248639,253662,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486331,53820,51129,56511,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486323,150000,148500,151500,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486321,53235,50573,55896,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486320,296932,293962,299901,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486382,171798,163208,180387,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486368,177222,168360,186083,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486362,146078,138774,153381,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486360,103350,98182,108517,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486359,118329,112412,124245,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486414,52455,49832,55077,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486407,116500,110675,122325,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486464,118755,112817,124692,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486462,177478,170378,184577,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486460,208047,205966,210127,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486454,134500,127775,141225,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486453,175007,169756,180257,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486441,227353,225079,229626,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486437,128115,121709,134520,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486435,135330,128563,142096,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486432,135250,128487,142012,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486499,61815,58724,64905,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486492,193714,187902,199525,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486485,106250,100937,111562,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486482,92820,88179,97461,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486544,133000,126350,139650,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486538,248453,240999,255906,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486537,182750,173612,191887,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486536,135000,133650,136350,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486533,126500,120175,132825,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486527,171690,163105,180274,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486521,107800,102410,113190,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486518,102750,97612,107887,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486516,139800,132810,146790,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486512,130600,124070,137130,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486585,159200,151240,167160,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486575,56600,53770,59430,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486573,82800,78660,86940,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486571,68600,65170,72030,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486568,105000,99750,110250,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486560,248453,240999,255906,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486555,190000,182400,197600,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486551,144750,137512,151987,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486625,123045,116892,129197,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486664,117800,111910,123690,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486655,154800,147060,162540,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486652,104000,98800,109200,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486626,80340,76323,84357,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486702,98000,93100,102900,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486698,65900,65241,66559,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486687,175183,166423,183942,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486686,65800,62510,69090,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486665,109900,108801,110999,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299486771,176521,167694,185347,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486810,70005,66504,73505,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486797,123148,118222,128073,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486892,158042,153300,162783,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299486931,199256,191285,207226,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299486930,130077,123573,136580,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486923,58305,55389,61220,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486917,99840,94848,104832,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299486914,114094,108389,119798,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299496501,128282,123150,133413,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496486,51898,49822,53973,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496475,184800,177408,192192,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496514,163394,156858,169929,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496605,99176,95208,103143,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496604,32648,31342,33953,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496601,91784,88112,95455,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299496599,77770,74659,80880,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299494814,188240,178828,197652,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494813,81269,77205,85332,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494812,43078,40924,45231,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494811,43078,40924,45231,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494805,77649,73766,81531,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494801,62807,59666,65947,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494798,132673,126039,139306,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494797,84527,80300,88753,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494795,70952,67404,74499,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494792,28960,27512,30408,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494786,137379,130510,144247,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494853,316388,300568,332207,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494899,171878,163284,180471,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494882,184077,174873,193280,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494881,111134,105577,116690,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494921,379000,375210,382790,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299494919,206883,196538,217227,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494917,212585,201955,223214,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494914,217001,206150,227851,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494905,166520,158194,174846,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299494972,416640,395808,437472,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493566,204530,196348,212711,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493563,160920,152874,168966,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493555,218653,207720,229585,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493552,196779,188907,204650,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493550,195779,187947,203610,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493549,193028,185306,200749,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493539,183027,175705,190348,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493538,175000,173250,176750,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299493533,94656,89923,99388,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493532,207531,199229,215832,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493605,239616,227635,251596,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493594,222216,213327,231104,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493590,265344,252076,278611,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493589,275328,261561,289094,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493585,230784,219244,242323,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493580,225292,218533,232050,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493578,197029,189147,204910,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493574,196279,188427,204130,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493573,194279,186507,202050,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493570,204030,195868,212191,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493622,187778,180266,195289,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493620,159677,151693,167660,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493612,192778,185066,200489,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493681,130752,124214,137289,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493673,77568,73689,81446,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493668,199500,197505,201495,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299493667,106176,100867,111484,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493666,161280,153216,169344,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493665,49152,46694,51609,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493662,103872,98678,109065,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493658,146112,138806,153417,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493657,217920,207024,228816,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493653,157824,149932,165715,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493652,159936,151939,167932,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493708,115008,109257,120758,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493707,90624,86092,95155,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493702,216960,206112,227808,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493701,153792,146102,161481,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493700,249984,237484,262483,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493697,57216,54355,60076,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493695,96703,91867,101538,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493694,130685,124150,137219,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493687,207936,197539,218332,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493686,80448,76425,84470,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493685,106752,101414,112089,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299495226,134974,128225,141722,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493756,224222,215253,233190,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493732,98112,93206,103017,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493725,42048,39945,44150,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493724,59328,56361,62294,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493722,61824,58732,64915,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299491211,163394,156858,169929,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491210,203161,195034,211287,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491209,325710,312681,338738,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491208,126434,121376,131491,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491192,180796,173564,188027,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491182,188496,180956,196035,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491181,204050,195888,212212,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491179,200352,194341,206362,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493781,190141,184436,195845,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493779,174900,173151,176649,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299493768,157687,149802,165571,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493838,195176,189320,201031,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493837,184386,178854,189917,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493825,213254,202591,223916,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493822,198293,192344,204241,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299493821,57216,54355,60076,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493818,53952,51254,56649,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493810,56640,53808,59472,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299493803,114816,109075,120556,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299491250,192978,187188,198767,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491248,56826,54552,59099,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491247,58520,56179,60860,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491245,46662,44795,48528,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491241,60060,57657,62462,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491237,133364,128029,138698,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491234,183568,176225,190910,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491233,173000,164350,181650,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299491232,31724,30455,32992,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491231,208846,202580,215111,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491230,218810,212245,225374,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491229,195039,189187,200890,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491227,196100,190217,201983,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491223,164000,157440,170560,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491222,22638,21732,23543,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491220,57442,55144,59739,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299491218,206356,200165,212546,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299491215,40964,39325,42602,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493876,232915,223598,242231,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493873,177026,169944,184107,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299493870,160433,157224,163641,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299493857,101568,96489,106646,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
